claim,cleaned_claim,source_label,normalized_label,source_category
مواليد 9 فبراير/شباط الجاري، يحصلون على وظيفة محجوزة في الإمارات عندما يكبرون، وذلك لولادتهم أثناء وصول مسبار الأمل إلى مدار المريخ.,مولود تسعة برايرشباط جار حصل ظيف محجوز امار كبر ولادة أثناء صول مسبار أمل مدار مريخ, زائف ,False,أخبار
في ظل غياب الإعلام وانشغاله، فرنسا تكرم الدكتورة فرحة الشناوي الباحثة المصرية في علم المناعة وهى حفيدة شيخ الأزهر محمد مأمون الشناوي.,ظل غياب اعلام انشغال رنسا تكرم دكتور رح شناو باحث مصري مناع حفيد شيخ أزهر محمد مامون شناو, مضلل ,Partly-false,علوم
صورة للملياردير البرازيلي سيسيرو، كانت أسهل طريقة لتدميره هي استغلال ابنته الوحيدة التي كانت تبلغ من العمر 14 عامًا، وإيقاعها في شرك الإدمان. ثم وجد ابنته مقتولة ومغتصبة ومرمية في سلة القمامة التي وضعت أمام بيته، الأمر الذي جعله يفقد عقله ويصاب بالجنون، حتى ترك عالم التجارة وأصبح مشردًا في الشوارع.,صورة ملياردير برازيل سيسيرو أنت أسهل طريق تدمير استغلال ابنة وحيد أنت بلغ عمر أربعة وعشرة عام إيقاع شرك إدمان ابنة مقتول مغتصب مرمي سل قمام ضع يت أمر جعل فقد عقل أصاب جنون عالم تاجر أصبح مشرد شارع, مضلل ,Partly-false,أعمال
الصور لعجوز اسمها ميمي مواليد 1928، وتقول إنها تستطيع أن تسرق قلب أي رجل تُريده، وتتمنى أن تقضي بقية حياتها في حضن شاب قوي حنون ويحب الحياة .ميمي ورثت من جدتها جرّة من ألماس خام وأحزمة من الياقوت الأحمر.,صورة عجوز اسم ميم مولود ألف وتسعمئة وثمانية وعشرون قال ان استطاع سرق قلب رجل أراد تمنى قضى قي حية حضن شاب قو حنون أحب حي ميم رث جد جر ماس خام احزم ياقوت احمر, مضلل ,Partly-false,ثقافة وفن
"تقارير في الإعلام العالمي تقول إنّ ""إسرائيل"" ستكون أوّل دولة تهزم فايروس كورونا، بفارق سنوات مقارنةً ببقية دول العالم.",تقرير اعلام عالم قال اسراييل كان أول دولة هزم ايروس ورو فارق سنة مقارن بقي دولة عالم, انتقائي ,True,سياسة
صورتان من جنازة القيادي العمالي والبرلماني المصري البدري فرغلي.,صورة جناز قياد عامل برلمان مصر بدر رغل, مضلل ,Partly-false,أخبار
الآن، مقطع فيديو بكاميرا قناة المسيرة يُظهر قوات صنعاء من أمام سد مأرب، لإثبات أين وصلت في مسيرها.,مقطع يديو كامرا قنا مسير ظهر قوة صنعاء سد مارب إثبات صلى مسير, مضلل ,Partly-false,سياسة
صور من مظاهرات ومطالب اجتماعية وسياسية في مدينة خراطة الجزائرية يوم 16 فبراير/شباط الجاري.,صورة مظاهرة مطلب اجتماعي سياسي مدين خراط جزايري يوم ستة وعشرة برايرشباط جار, مضلل ,Partly-false,سياسة
الإعلامي المصري عمرو أديب تعرض لحادث سير في مدينة أكتوبر المصرية ونُقل للمستشفى وهو في حالة حرجة.,اعلام مصر عمرو أديب تعرض حادث سير مدين أكتوبر مصري نقل مستشف حال حرج, مضلل ,Partly-false,أخبار
مظاهرات في خراطة 2021,مظاهرة خراط ألفان وواحد وعشرون,misleading-title,False,اجتماعي
صورة لمنطقة جبل مرة في إقليم دارفور غرب السودان.,صورة منطق جبل مر إقليم دارفور غرب سودان, مضلل ,Partly-false,سفر
نقل اسواق الموسكي والعتبة والفجالة إلى شرق القاهرة وكذا الأزهر ودرب سعادة والحمزاوي وشارع عبد العزيز وأيضا نقل كل الأسواق العشوائية والتي تسبب ازعاج وكثافة مرورية إلى خارج القاهرة.,نقل أسواق موسك عتب فجال شرق قاهر كذا أزهر درب سعاد حمزاو شارع عبد عزيز ايض نقل أسواق عشوايي تسبب ازعاج كثاف مروري خارج قاهر,fake,False,اجتماعي
وزارة السعادة في دولة الإمارات تقدم 500 درهمًا لسيدة ظهرت حزينة أمام إحدى دورياتها.,زار سعاد دولة امار تقدم خمسمئة درهم سيد ظهر حزين أحد دورية, مضلل ,Partly-false,أخبار
450 ألف فتاة عزباء فوق سن الـ 25 عامًا في قطاع غزة.,أربعمئة وخمسون ألف تا أعزب سن ال خمسة وعشرون عام قطاع غز, زائف ,False,أخبار
اختراع إسرائيلي منقذ للحياة يهبط من السماء بدلا من انتظار سيارة الإسعاف: طورت الشركة الإسرائيلية AIROBOTICS طائرة دون طيار (درون)، يمكنها حمل جهاز الإنعاش المسمى بمزيل الرجفان لمن يعاني فجأة من اضطراب في القلب، يساعد الجهاز على تنظيم دقات القلب بواسطة صدمة كهربائية وفي غضون بضع دقائق.,اختراع اسراييل منقذ حي هبط سماء دل انتظار سيار إسعاف طور شرك اسراييلي  طاير طيار در أمكن حمل جهاز إنعاش مسم مزيل رجف من عانى جا اضطراب قلب ساعد جهاز تنظيم دقة قلب واسط صدم هربايي غضن دقايق, مضلل ,Partly-false,تكنولوجيا
صورة شجرة الألواح الشمسية، وهي فكرة طلبة معهد الطاقات المتجددة في جامعة غرداية.,صورة شجرة واح شمسي كر طلب معهد طاقة متجدد جامع غرد, مضلل ,Partly-false,تكنولوجيا
شباب وشابات يحتفلون بعيد الحب على جسر ستانلي في الإسكندرية في مصر.,شاب شابة احتفل عيد حب جسر ستانل اسكندري مصر, مضلل ,Partly-false,لايف ستايل
رغم تلقيها الجرعة الثانية من اللقاح، فايروس كورنا المستجد يُدخل مواطنة كويتية العناية المركزة.,رغم تلقي جرع ثاني لقاح ايروس رانا مستجد دخل مواطن يتي عناي مركز, زائف ,False,صحة
معارك عنيفة بين الجيشين السوداني والإثيوبي على الحدود بين البلدين.,معركة عنيف جيش سودان اثيوب حد بلد, مضلل ,Partly-false,سياسة
اللجنة العليا للصحة والسلامة في الأردن تقرر تعطيل كافة المدارس في المملكة ابتداء من 18 فبراير/شباط الجاري والاعتماد على نظام التعليم الإلكتروني.,لجن علي صح سلام اردن تقرر تعطيل اف مدرسة مملك ابتداء ثمانية وعشرة برايرشباط جار اعتماد نظام تعليم كتر, مضلل ,Partly-false,أخبار
تمثال الرئيس حسني مبارك في العاصمة الروسية موسكو,تمثال رييس حسن مبارك عاصم روسي موسكو,misleading-title,False,اجتماعي
فيديو يصوّر ركابًا داخل طائرة عُمانية بعد نشوب حريق فيها.,يديو صور راكب داخل طاير عماني نشوب حريق, مضلل ,Partly-false,سفر
"""متظاهرون يدوسون صورة رغد صدام حسين عقب لقائها الأخير مع قناة العربية"".",متظاهر داس صورة رغد صدام حس عقب قاي أخير قنا عربي, مضلل ,Partly-false,سياسة
هذه صورة نشرتها احد الصحف الصينية مضمونها ان الطريق الأصلية انقطعت بسبب الانجراف فقامو ببناء جسر مؤقت للعبور في ظرف 22 ساعة,صورة نشر أحد صحيفة صيني مضمون طريق اصلي انقطع انجراف قامو بناء جسر موقت عبور ظرف اثنان وعشرون ساعي,misleading,False,اجتماعي
صورة من تصدي الدفاعات الجوية السورية ضد العدوان الإسرائيلي على سماء دمشق فجر يوم 15 فبراير/شباط الجاري.,صورة صد دفاع جوي سوري ضد عدوان اسراييل سماء دمشق فجر يوم خمسة وعشرة برايرشباط جار, مضلل ,Partly-false,أخبار
